sentence,sentiment
november 27 2013 mecklai financial report on rupee,0
economic survey india inc average ipo size 31 up at rs 827 cr in april november,0
fii inflows slowing tough times ahead for dalal street,2
eveready industries india q2 net profit rises over four fold to rs 17 64 crore,1
vmware appoints arun parameswaran as india md,0
copper futures decline 0 15 pc on global cues,2
ipca laboratories q1 net up 67 per cent at rs 71 77 crore,1
f secure appoints adarsh kaul as india director for sales and marketing,0
8 056 on nifty could be an invitation to initiate fresh shorts ashwani gujral,2
production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,1
xerox and stora enso have teamed up to tailor the igen3 to the short run on demand packaging market,1
8 160 8 250 on nifty could be a good region to sell into markets ashwani gujral,2
the market value of one crane is some usd6m reported the finnish news agency stt,0
china stocks end mixed after one child policy reform,0
in the end of 2006 the number of outlets will rise to 60 70,1
praj industries order booking is picking up substantially sandip sabharwal,1
sri lankan rupee falls to near record low shares weaker,2
yen plunge hurting but more still to come,2
following the demerger the vice president of the group s pharmaceutical trade in finland jukka niemi will be appointed managing director of oriola in addition to his current responsibilities,0
falling crude prices may adversely impact india global markets,2
astrazeneca and daiichi sankyo to jointly commercialise movantik in the us,1
videocon appoints sanjeev bakshi as coo,0
pistachio up on fresh buying,1
sistema shyam q2 loss widens rs 1 180 crore on weak rupee,2
top 5 sensex companies lose rs 65 570 crore in market cap tcs drags,2
first pharma ipo in 5 years syngenes debut offer subscribed 32 times,1
yes bank a good stock to invest rajesh jain market strategist,1
revival of the hydropower sector to bode well for nhpc,1
operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro,2
advisory firm asks investors to reject indiabulls real estate s preferential issue,2
rapala estimates its net sales for 2008 will increase by between 8 0 pct and 12 pct assuming 2007 exchange rates,1
import duty on wheat likely,2
smaller real estate stocks look good ashwani gujral,1
higher inventories and capex took a toll on tata steel dipen shah,2
somany ceramics posts 32 profit growth in q4 net profit rises to rs 15 crore,1
indian market retains trillion dollar tag for now,0
mcx may be restrained from launching fresh contracts,2
icici bank gains over 1 after board approves 1 5 stock split,1
dishman pharma hits 52 week high as drug maker gets licence to manufacture tb medicine,1
exide is a good long term investment stock deepak mohoni,1
bond yields largely unchanged in range bound trade,0
over 5 6 stake in dish tv pledged,2
daily mail parent company in talks with potential partners about joint bid for yahoo s internet assets yhoo,1
sell dish tv ltd with a target of rs 51 prakash gaba,2
outokumpu s steel mill in tornio in finland is the suspected source,2
oracle worth watching over next few days deepak mohoni,1
federal bank q1 net profit rises 30 to rs 190 35 crore,1
the hosting mobile terminal guides information flow between itself the participating terminals and optionally with network servers that may assist the hosting mobile terminal,0
walter investment management corp receives a sell from compass point wac,2
medium sugar recovers on fresh demand,1
hydropower companies look sluggish deepak mohoni,2
mphasis no major turnaround for the company in the near term,0
essar oilfields ropes in ankur gupta as new ceo,0
hexaware s q2 revenue rises 5 6 helped by growth in europe us,1
calculus recovery in china new models may help tata motors,1
near term trajectory of psu banks shaky but buy stocks on dips parag thakkar,1
three chinese asset managers commit funds to stock purchase plans,0
really surprised by how much fb has now fallen thought there d be some support around the 50d but i guess not,2
oriental bank of commerce q1 net profit rises 3 to rs 365 crore,1
mastek shares surge 9 5 ahead of buyback proposal,1
tube investments climbs 11 on stake sale in insurance jv,1
the company which makes garden tools scissors and other consumer goods said earnings were boosted by 6 9 mln eur of income it received from its 16 7 pct shareholding in finnish engineering group wartsila,1
bharat forge s q3 net soars 98 to rs 94 crore,1
sensex rangebound on the first trading day of 2015 top twelve stocks in focus,0
the report will be emailed within 2 business days of an order,0
exports of goods fell by 59 and imports by 16 7,2
rt alphatrends vmarkets are still acting weak spy qqq xlf smh iwm,2
mf investors may face service tax whammy,2
mmtc q3 net rises 12 8 pc to rs 28 10 crore,1
man industries surges over 19 intraday on rs 510 crore export order,1
sell lic with a target of rs 385 prakash gaba,2
in finland insurance company pohjola and the finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists traffic safety,1
what investors should expect from state bank of india q1 results,0
mangalore chemicals shares tank over 9 on stake sale reports,2
dalal street experts see sensex sinking 1 000 points more,2
telenors india performance beats street expectations,1
cyclicals will lead the next phase of rally ashwani gujral ashwanigujral com,1
germany dax latest market to strike record high,1
8600 8620 levels to be key support area for nifty in the coming days mitesh thacker,1
south korean won hits near six year high after may current account data,1
punj lloyd rallies on reports of medanta medicity stake sale,1
the company reports a loss for the period of eur 0 4 mn compared to a loss of eur 1 9 mn in the corresponding period in 2005,1
tough times ahead for investors arvind sanger geosphere capital management,0
demand pick up stable prices help hexaware post rs 42 crore net,1
radico khaitan q2 net up 94 02 to rs 18 84 crore,1
qihu totally missed this one was about to jump in on that 60 break test but didn t congrats shorts,2
fii stake in sks microfinance soars to record high of 44 61 in april june quarter,1
dubai nokia has announced the launch of comes with music its ground breaking service which introduces a new way for people to enjoy music,1
jimmy choo ipo pricing values firm at up to 1 1 billion,0
implementation of new securities lending and borrowing norms will be informed later nse,0
catch the glow of gold,0
may 29 2014 mecklai financial report on rupee,0
why you should buy l t at lows despite weak earnings,1
grapevine city officials in september approved 35 million in tax rebates and grants for the expansion,1
dheeraj hinduja appointed chairman of ashok leyland,0
mentha oil falls 0 58 per cent on profit booking,2
companies to see ratings upgrade in next 8 12 months moody s,0
momentum upbeat expect nifty to hit new highs soon ashwani gujral,1
nifty likely to trade in 7500 7700 range,0
according shipping company viking line the eu decision will have a significant financial impact,0
mecklai financial report september 29 2014,0
sebi announces new corporate governance norms mutual fund policy,0
bnp paribas fine shows dollar key role in global markets,0
midcaps bubble or multibaggers in the making,0
idea subscribers growth fails to boost numbers,2
pretax loss totalled eur 162 3 mn compared to a profit of eur 253 5 mn in 2007,2
nhpc q3 net profit drops 31 per cent to rs 180 crore,2
groundnut oil prices decline on lower demand,2
group ebit for the first half was eur13 6 m us 17 8 m falling short of the eur22 5 m it posted for the same period of 2009,2
ftse 100 falls as china devaluation hits burberry mining stocks,2
investors may not gain much from new structure of crompton greaves,0
huge activity in nifty december series surprises market,1
